      # name ref Mv logRe logM* logSigma_e
       1178  8  -8.2  0.148  5.624  4.530
       1178  8  -8.8  0.233  5.872  4.607
       1178  8  -9.5  0.577  6.051  4.100
       1178  8  -7.6  0.102  5.535  4.532
       1178  8  -6.9  0.310  5.146  3.727
       1178  8  -9.0  0.384  5.990  4.423
       1178  8  -8.2  0.198  5.564  4.370
       1178  8  -7.4  0.450  5.468  3.769
       1178  8  -8.9  0.396  5.829  4.238
       1178  8  -7.8  0.251  5.471  4.171
       1178  8  -7.4  0.133  5.208  4.144
       1178  8  -7.5  0.573  5.311  3.366
       1178  8  -8.0  0.322  5.486  4.044
       1178  8  -5.6  0.248  4.511  3.217
       1178  8  -8.0  0.164  5.658  4.533
       1178  8  -6.3  0.186  4.780  3.610
       1178  8  -7.0  0.195  5.257  4.069
       1178  8  -8.9  0.408  5.870  4.255
       1178  8  -7.3  0.508  5.362  3.547
       1178  8  -7.8  0.478  5.381  3.628
       1178  8  -7.4  0.416  5.193  3.563
       1178  8  -7.4  0.276  5.287  3.938
       1178  8  -8.2  0.641  5.555  3.475
       1178  8  -7.4  0.143  5.186  4.102
       1178  8  -5.4  0.295  4.843  3.453
       1178  8  -8.6  0.532  5.689  3.828
       1178  8  -7.5  0.386  5.302  3.732
       1178  8  -7.3  0.498  5.154  3.360
       1178  8  -8.0  0.642  5.529  3.447
       1178  8  -8.1  0.377  5.580  4.027
       1178  8  -6.4  0.605  4.945  2.937
       1178  8  -5.9  0.577  4.848  2.897
       1178  8  -8.0  0.401  5.472  3.872
       1178  8  -7.5  0.603  5.406  3.401
       1178  8  -5.9  0.380  5.024  3.466
       1178  8  -9.0  0.463  5.947  4.223
       1178  8  -9.3  0.462  5.982  4.259
       1178  8  -6.4  0.436  4.945  3.274
       1178  8  -6.8  0.511  5.112  3.293
       1178  8  -8.1  0.403  5.569  3.966
       1178  8  -8.4  0.376  5.627  4.076
       1178  8  -7.0  0.367  5.008  3.477
       1178  8  -5.5  0.338  4.737  3.262
       1178  8  -9.2  0.525  6.152  4.303
       1178  8  -7.8  0.537  5.476  3.605
       1178  8  -8.1  0.481  5.494  3.735
       1178  8  -9.0  0.374  5.919  4.373
       1178  8  -8.4  0.633  5.607  3.543
       1178  8 -10.1  0.590  6.289  4.310
       1178  8  -8.0  0.448  5.527  3.832
       1178  8  -6.4  0.645  5.118  3.030
       1178  8  -7.8  0.370  5.465  3.927
       1178  8  -9.0  0.410  5.889  4.270
       1178  8  -7.3  0.489  5.203  3.428
       1178  8  -9.0  0.325  5.893  4.444
       1178  8  -8.1  0.580  5.491  3.533
       1178  8  -6.4  0.325  5.035  3.587
       1178  8  -7.5  0.507  5.264  3.451
       1178  8  -6.8  0.639  4.965  2.890
       1178  8  -6.6  0.349  4.898  3.402
       1178  8  -7.8  0.407  5.401  3.788
       1178  8  -7.6  0.364  5.457  3.931
       1178  8  -9.9  0.554  6.214  4.307
       1178  8  -7.2  0.436  5.153  3.482
       1178  8  -7.4  0.695  5.326  3.137
       1178  8  -8.9  0.556  5.897  3.987
       1178  8  -7.6  0.866  5.796  3.266
       1178  8  -8.9  0.661  5.821  3.702
       1178  8  -6.1  0.548  4.850  2.956
       1178  8  -8.4  0.738  5.618  3.344
       1178  8  -7.4  0.508  5.218  3.404
       1178  8  -6.4  0.569  4.767  2.831
       1178  8  -7.7  0.694  5.355  3.169
       1178  8  -7.2  0.458  5.133  3.418
       1178  8  -7.4  0.397  5.489  3.897
       1178  8  -8.1  0.416  5.793  4.163
       1178  8  -8.4  0.727  5.590  3.338
       1178  8  -6.2  0.292  4.857  3.475
       1178  8  -9.9  0.668  6.222  4.088
       1178  8  -8.0  0.771  5.453  3.114
       1178  8  -6.6  0.555  4.937  3.029
       1178  8  -6.0  0.612  4.977  2.954
       1178  8  -8.4  0.556  5.649  3.738
       1178  8  -5.7  0.518  4.746  2.912
       1178  8  -6.7  0.652  5.159  3.056
       1178  8  -8.3  0.541  5.581  3.702
       1178  8  -8.0  0.656  5.506  3.396
       1178  8  -6.5  0.324  5.095  3.648
       1178  8  -6.8  0.476  4.999  3.249
       1178  8  -7.9  0.505  5.397  3.589
       1283  8  -8.2  0.379  5.565  4.008
       1283  8  -8.8  0.526  5.799  3.949
       1283  8  -7.1  0.254  5.175  3.869
       1283  8  -7.7  0.341  5.382  3.901
       1283  8  -7.4  0.221  5.612  4.372
       1283  8  -6.0  0.462  4.646  2.923
       1283  8  -7.6  0.298  5.636  4.241
       1283  8  -6.5  0.282  4.965  3.603
       1283  8  -6.7  0.225  4.980  3.732
       1283  8  -7.2  0.434  5.134  3.468
       1283  8  -8.0  0.440  5.511  3.832
       1283  8  -6.6  0.476  4.970  3.220
       1283  8  -8.2  0.316  5.554  4.123
       1283  8  -7.6  0.373  5.307  3.763
       1283  8  -8.3  0.329  5.845  4.390
       1283  8  -7.7  0.309  5.309  3.892
       1283  8  -7.0  0.350  5.058  3.560
       1283  8  -8.3  0.442  5.880  4.197
       1283  8  -8.4  0.523  5.811  3.967
       1283  8  -6.9  0.340  5.039  3.561
       1283  8  -7.2  0.468  5.298  3.564
       1283  8  -6.1  0.445  4.799  3.112
       1283  8  -6.8  0.473  5.118  3.374
       1283  8  -8.5  0.452  5.691  3.989
       1283  8  -5.9  0.575  4.937  2.989
       1283  8  -6.8  0.638  4.948  2.875
       1283  8  -7.3  0.191  5.182  4.001
       1283  8  -6.7  0.177  5.086  3.934
       1283  8  -8.4  0.440  5.621  3.942
       1283  8  -5.3  0.451  4.583  2.883
       1283  8  -7.5  0.520  5.575  3.737
       1283  8  -7.1  0.477  5.163  3.410
       1283  8  -8.5  0.419  5.666  4.030
       1283  8  -7.6  0.403  5.341  3.737
       1283  8  -6.9  0.367  5.021  3.489
       1283  8  -5.9  0.529  4.598  2.742
       1283  8  -7.6  0.443  5.336  3.653
       1283  8  -9.7  0.471  6.153  4.413
       1283  8  -7.7  0.621  5.332  3.291
       1283  8  -5.9  0.422  4.631  2.989
       1283  8  -8.6  0.469  5.726  3.989
       1283  8  -6.2  0.144  4.957  3.871
       1283  8  -6.7  0.116  4.970  3.940
       1283  8  -7.4  0.578  5.231  3.277
       1283  8  -8.8  0.337  6.022  4.551
       1283  8  -7.6  0.143  5.328  4.244
       1283  8  -6.6  0.508  5.015  3.200
       1283  8  -5.7  0.389  4.644  3.067
       1283  8  -6.7  0.223  5.115  3.871
       1283  8  -7.3  0.722  5.218  2.975
       1283  8  -8.0  0.429  5.505  3.848
       1283  8  -7.1  0.639  5.120  3.044
       1283  8  -7.9  0.463  5.410  3.686
       1283  8  -7.1  0.405  5.247  3.638
       1283  8  -5.5  0.464  4.537  2.811
       1283  8  -8.4  0.317  5.609  4.176
       1283  8  -6.3  0.490  4.741  2.962
       1283  8  -6.6  0.207  4.906  3.694
       1283  8  -7.7  0.541  5.354  3.475
       1283  8  -6.8  0.584  5.244  3.278
       1283  8  -6.7  0.395  4.898  3.310
       1283  8  -8.6  0.578  5.700  3.745
       1283  8  -5.2  0.210  4.401  3.183
       1283  8  -7.1  0.418  5.099  3.465
       1283  8  -6.1  0.521  4.633  2.794
       1283  8  -8.4  0.130  5.570  4.511
       1261  8  -8.0  0.628  5.472  3.418
       1261  8  -6.9  0.235  5.033  3.765
       1261  8  -5.3  0.420  4.764  3.127
       1261  8  -6.4  0.498  4.896  3.102
       1261  8  -7.8  0.495  5.406  3.617
       1261  8  -8.0  0.500  5.627  3.828
       1261  8  -7.1  0.706  5.130  2.919
       1261  8  -8.2  0.217  5.669  4.436
       1261  8  -8.8  0.373  5.838  4.294
       1261  8  -7.8  0.390  5.435  3.857
       1261  8  -8.2  0.426  5.578  3.928
       1261  8  -7.2  0.389  5.250  3.675
       1261  8  -9.5  0.438  6.082  4.407
       1261  8  -8.1  0.319  5.521  4.084
       1261  8  -7.6  0.433  5.303  3.638
       1261  8  -7.8  0.384  5.407  3.840
       1261  8  -6.0  0.540  4.678  2.799
       1261  8  -9.5  0.432  6.195  4.533
       1261  8  -7.4  0.518  5.231  3.397
       1261  8  -9.7  0.470  6.301  4.563
       1261  8  -8.0  0.666  5.493  3.363
       1261  8  -8.3  0.425  5.653  4.005
       1261  8  -6.3  0.533  4.791  2.928
       1261  8  -7.0  0.445  5.079  3.391
       1261  8  -5.4  0.469  4.572  2.835
       1261  8  -8.7  0.548  5.755  3.860
       1261  8  -7.0  0.661  5.059  2.938
       1261  8  -7.1  0.632  5.063  3.002
       1261  8  -5.8  0.486  4.515  2.744
       1261  8  -7.7  0.487  5.331  3.558
       1261  8  -6.9  0.608  4.995  2.980
       1261  8  -7.3  0.628  5.231  3.177
       1261  8  -5.5  0.427  4.496  2.843
       1261  8  -8.8  0.436  5.838  4.168
       1261  8  -7.6  0.384  5.400  3.834
       1261  8  -9.0  0.414  5.898  4.272
       1261  8  -6.2  0.197  4.852  3.660
       1261  8  -7.1  0.694  5.101  2.915
       1261  8  -7.5  0.152  5.504  4.403
       1261  8  -5.4  0.232  4.880  3.617
       1261  8  -7.1  0.580  5.125  3.168
       1261  8  -6.0  0.399  4.698  3.102
       1261  8  -5.8  0.260  4.544  3.226
       1261  8  -5.3  0.446  4.834  3.144
       1261  8  -6.4  0.492  4.858  3.075
       1261  8  -6.0  0.526  4.610  2.759
        698  8  -8.9  0.515  5.826  3.997
        698  8  -6.6  0.302  5.147  3.744
        698  8  -7.2  0.346  5.167  3.676
        698  8  -7.8  0.416  5.393  3.763
        698  8  -8.6  0.534  5.728  3.861
        698  8  -8.9  0.394  5.879  4.292
        698  8  -7.0  0.374  5.058  3.512
        698  8  -7.9  0.671  5.519  3.380
        698  8  -7.4  0.571  5.211  3.271
        698  8  -7.0  0.295  5.150  3.762
        698  8  -7.0  0.419  5.036  3.401
        698  8  -6.5  0.569  4.936  3.000
        698  8  -8.1  0.690  5.456  3.277
        698  8  -7.4  0.403  5.287  3.682
        698  8  -6.3  0.691  5.238  3.058
        698  8  -6.3  0.422  4.746  3.104
        698  8  -6.1  0.628  4.819  2.765
        698  8  -6.8  0.431  5.046  3.387
        698  8  -6.6  0.716  4.955  2.724
        698  8  -7.1  0.467  5.131  3.399
        698  8  -8.7  0.473  5.733  3.989
        698  8  -9.1  0.403  5.952  4.349
        698  8  -6.9  0.419  5.145  3.510
        698  8  -7.3  0.413  5.196  3.572
        698  8  -7.7  0.362  5.415  3.892
        698  8  -9.0  0.614  5.975  3.949
        698  8  -7.2  0.491  5.214  3.434
        698  8  -7.2  0.560  5.247  3.329
        698  8  -8.7  0.393  5.772  4.188
        698  8  -7.3  0.485  5.192  3.425
        698  8  -6.8  0.392  4.935  3.352
        698  8  -8.9  0.504  5.832  4.027
        698  8  -8.6  0.590  5.826  3.848
        698  8  -6.2  0.627  4.952  2.900
        698  8  -7.3  0.695  5.190  3.001
        698  8  -8.3  0.525  5.597  3.748
        698  8  -7.1  0.473  5.103  3.359
        698  8  -6.3  0.270  4.850  3.512
        698  8  -7.7  0.447  5.391  3.699
        698  8  -7.3  0.346  5.174  3.684
        698  8  -6.7  0.658  5.211  3.096
        698  8  -8.0  0.414  5.460  3.833
        698  8  -7.6  0.648  5.527  3.433
        698  8  -7.3  0.499  5.233  3.437
        698  8  -7.1  0.425  5.117  3.469
        698  8  -6.9  0.400  4.995  3.397
        698  8  -7.6  0.596  5.370  3.381
        698  8  -5.7  0.224  4.926  3.680
        698  8  -5.7  0.260  4.918  3.601
        698  8  -7.2  0.787  5.196  2.824
        698  8  -6.6  0.128  5.360  4.306
        698  8  -8.8  0.461  5.872  4.153
        698  8  -6.5  0.619  4.915  2.880
        698  8  -8.1  0.448  5.558  3.864
        698  8  -8.3  0.522  5.593  3.750
        698  8  -8.2  0.464  5.550  3.825
        698  8  -7.1  0.657  5.050  2.938
        698  8  -7.8  0.602  5.473  3.471
        698  8  -7.6  0.536  5.341  3.471
        698  8  -7.3  0.753  5.189  2.884
        698  8  -7.8  0.513  5.406  3.582
        698  8  -6.7  0.683  5.032  2.868
        698  8  -8.9  0.384  5.885  4.320
        698  8  -8.3  0.521  5.636  3.797
        698  8  -7.8  0.352  5.375  3.872
        698  8  -8.0  0.313  5.470  4.047
        698  8  -7.6  0.661  5.283  3.163
        698  8  -7.0  0.471  5.120  3.381
        698  8  -9.8  0.512  6.257  4.436
        698  8  -7.8  0.338  5.368  3.894
        698  8  -7.1  0.694  5.060  2.875
        698  8  -7.5  0.624  5.418  3.372
        698  8  -8.8  0.490  5.772  3.994
        698  8  -5.8  0.532  4.518  2.656
        698  8  -8.0  0.484  5.434  3.668
        698  8  -7.4  0.398  5.231  3.636
        698  8  -6.7  0.595  5.097  3.109
        698  8  -7.3  0.727  5.223  2.971
        698  8  -8.4  0.559  5.647  3.730
        698  8  -8.3  0.345  5.567  4.078
        698  8  -7.2  0.729  5.151  2.896
        698  8  -8.3  0.680  5.550  3.391
        698  8  -6.4  0.664  4.880  2.754
        698  8  -7.3  0.618  5.320  3.287
        698  8  -6.9  0.421  5.095  3.454
        698  8  -7.8  0.478  5.451  3.697
        698  8  -6.7  0.451  4.933  3.232
        698  8  -8.9  0.480  5.799  4.041
        698  8  -9.0  0.404  5.887  4.281
        698  8  -8.1  0.566  5.470  3.539
        698  8  -7.5  0.622  5.341  3.298
        698  8  -7.0  0.584  5.107  3.140
        698  8  -7.5  0.759  5.333  3.016
        698  8  -6.9  0.751  5.228  2.929
        698  8  -9.0  0.710  6.010  3.792
        698  8  -7.8  0.646  5.377  3.287
        698  8  -7.6  0.557  5.519  3.607
        698  8  -8.2  0.421  5.536  3.896
        698  8  -7.6  0.488  5.278  3.504
        698  8  -7.3  0.681  5.214  3.054
        698  8  -8.6  0.347  5.686  4.194
        698  8  -7.0  0.450  5.045  3.346
        698  8  -8.8  0.421  5.792  4.152
        698  8  -7.8  0.788  5.346  2.971
        698  8  -5.8  0.347  4.872  3.380
        698  8  -8.4  0.450  5.719  4.020
        698  8  -6.6  0.417  4.868  3.236
        698  8  -8.1  0.358  5.503  3.989
        698  8  -6.1  0.336  4.828  3.358
        698  8  -7.2  0.384  5.134  3.569
        698  8  -7.8  0.321  5.396  3.955
        698  8  -7.5  0.538  5.285  3.411
        698  8  -8.5  0.467  5.657  3.924
        698  8  -6.8  0.702  4.935  2.733
        698  8  -6.0  0.610  4.733  2.714
        698  8  -9.0  0.836  5.902  3.432
        698  8  -6.8  0.723  5.101  2.858
        698  8  -7.0  0.407  5.037  3.424
        698  8  -6.8  0.536  5.422  3.553
       1422  8  -8.1  0.706  5.503  3.292
       1422  8  -7.0  0.756  5.315  3.004
       1422  8  -7.6  0.414  5.380  3.753
       1422  8  -7.0  0.393  5.075  3.491
       1422  8  -7.6  0.649  5.360  3.263
       1422  8  -7.8  0.401  5.477  3.878
       1422  8  -8.8  0.434  5.836  4.170
       1422  8  -7.6  0.614  5.290  3.264
       1422  8  -7.7  0.685  5.519  3.350
       1422  8  -7.7  0.531  5.412  3.552
       1422  8  -8.7  0.706  5.833  3.623
       1422  8  -8.5  0.491  5.799  4.019
       1422  8  -8.7  0.297  5.849  4.456
       1422  8  -7.9  0.456  5.464  3.754
       1422  8  -5.7  0.495  4.500  2.712
       1422  8  -8.1  0.565  5.493  3.564
       1422  8  -8.0  0.491  5.473  3.693
       1422  8  -8.4  0.348  5.698  4.204
       1422  8  -6.6  0.529  4.964  3.108
       1422  8  -8.5  0.519  5.718  3.883
       1422  8  -7.1  0.598  5.123  3.128
       1422  8  -7.9  0.403  5.426  3.821
       1422  8  -7.3  0.810  5.429  3.011
       1422  8  -6.7  0.696  4.978  2.788
       1422  8  -6.6  0.714  5.051  2.825
       1422  8  -6.8  0.698  5.082  2.887
       1422  8  -8.0  0.757  5.610  3.297
       1422  8  -8.0  0.504  5.452  3.647
       1422  8  -8.8  0.586  5.911  3.941
       1422  8  -8.2  0.603  5.554  3.550
       1422  8  -6.2  0.500  5.117  3.320
       1422  8  -5.3  0.584  4.807  2.841
       1422  8  -5.3  0.400  4.806  3.208
       1422  8  -5.7  0.490  4.480  2.701
       1422  8  -6.7  0.642  4.967  2.884
       1422  8  -6.7  0.577  4.891  2.940
       1422  8  -5.7  0.589  4.622  2.646
       2048  8  -7.4  0.461  5.205  3.484
       2048  8  -7.7  0.592  5.507  3.524
       2048  8  -6.6  0.462  5.117  3.396
       2048  8  -9.2  0.621  5.946  3.906
       2048  8  -6.9  0.729  5.286  3.030
       2048  8  -7.5  0.746  5.443  3.153
       2048  8  -6.0  0.406  4.682  3.072
       2048  8  -7.8  0.452  5.419  3.717
       2048  8  -6.6  0.416  4.924  3.295
       2048  8  -7.0  0.656  5.117  3.005
       2048  8  -7.1  0.626  5.146  3.096
       2048  8  -7.9  0.748  5.415  3.120
       2048  8  -9.1  0.464  5.916  4.191
       2048  8  -9.8  0.677  6.197  4.045
       2048  8  -8.0  0.606  5.469  3.460
       2048  8  -6.5  0.419  4.797  3.162
       2048  8  -8.2  0.653  5.550  3.447
       2048  8  -8.3  0.741  5.592  3.313
       2048  8  -6.8  0.586  5.269  3.298
       2048  8  -9.1  0.629  5.892  3.836
       2048  8  -6.6  0.290  5.005  3.626
       2048  8  -7.8  0.731  5.405  3.144
       1871  8  -8.5  0.341  5.686  4.207
       1871  8  -7.9  0.425  5.476  3.827
       1871  8  -8.2  0.418  5.540  3.907
       1871  8  -6.8  0.375  5.204  3.656
       1871  8  -7.4  0.396  5.262  3.672
       1871  8  -7.7  0.371  5.352  3.813
       1871  8  -6.4  0.478  4.915  3.161
       1871  8 -10.4  0.737  6.408  4.135
       1871  8  -5.4  0.260  4.407  3.089
       1871  8  -7.0  0.148  5.057  3.963
       1871  8  -6.3  0.345  4.794  3.305
       1871  8  -7.1  0.232  5.325  4.063
       1871  8  -9.7  0.606  6.173  4.163
       1871  8  -8.6  0.458  5.688  3.974
       1871  8  -6.4  0.525  4.847  2.999
       1871  8  -5.6  0.194  4.723  3.538
       1871  8  -8.2  0.695  5.569  3.381
       1871  8  -7.0  0.631  5.071  3.010
          9  8  -7.3  0.547  5.165  3.273
          9  8  -9.2  0.450  5.931  4.233
          9  8  -7.5  0.489  5.303  3.526
          9  8  -8.2  0.463  5.634  3.910
          9  8  -7.3  0.545  5.186  3.298
          9  8  -6.8  0.650  4.977  2.879
          9  8  -8.4  0.497  5.648  3.855
          9  8  -7.6  0.577  5.288  3.337
          9  8  -7.9  0.586  5.443  3.473
          9  8  -5.2  0.490  4.607  2.830
          9  8  -8.3  0.479  5.579  3.823
          9  8  -7.9  0.708  5.426  3.211
          9  8  -8.7  0.512  5.796  3.975
          9  8  -7.8  0.624  5.419  3.372
          9  8  -5.3  0.419  4.771  3.135
          9  8  -7.9  0.694  5.452  3.267
          9  8  -6.2  0.683  5.215  3.050
          9  8  -7.7  0.792  5.377  2.995
          9  8  -7.3  0.669  5.207  3.070
          9  8  -7.2  0.744  5.290  3.004
          9  8  -6.3  0.555  5.236  3.328
          9  8  -5.4  0.399  4.655  3.058
          9  8  -8.4  0.531  5.635  3.775
          9  8  -6.5  0.586  4.879  2.910
          9  8  -7.6  0.524  5.285  3.439
          9  8  -8.9  0.796  5.788  3.398
          9  8  -5.8  0.581  4.657  2.697
          9  8  -6.8  0.687  5.009  2.837
          9  8  -7.4  0.725  5.192  2.944
          9  8  -5.7  0.554  5.018  3.111
          9  8  -5.9  0.515  4.692  2.863
          9  8  -9.1  0.585  5.921  3.952
          9  8  -5.9  0.572  4.896  2.953
          9  8  -6.1  0.572  4.729  2.787
        575  8  -6.8  0.228  4.961  3.707
        575  8  -6.7  0.362  4.998  3.475
        575  8  -7.7  0.231  5.425  4.165
        575  8  -7.2  0.317  5.143  3.711
        575  8  -6.9  0.263  4.998  3.675
        575  8  -7.8  0.154  5.461  4.354
        575  8  -6.3  0.287  5.009  3.636
        575  8  -6.1  0.367  4.901  3.369
        575  8  -6.4  0.305  4.808  3.400
        575  8  -6.6  0.287  4.925  3.552
        575  8  -6.7  0.345  5.111  3.624
        575  8  -5.5  0.277  4.430  3.079
        575  8  -7.7  0.370  5.391  3.853
        575  8  -7.3 -0.017  5.280  4.516
        575  8  -6.4  0.582  4.852  2.889
        575  8  -7.7  0.075  5.308  4.359
        575  8  -6.8  0.450  4.997  3.298
        575  8  -6.3  0.032  4.791  3.929
        575  8  -6.4  0.506  4.897  3.086
        575  8  -6.1  0.405  4.694  3.085
        575  8  -6.4  0.478  4.814  3.060
        575  8  -5.7  0.422  4.675  3.033
        575  8  -8.8  0.501  5.789  3.988
        575  8  -6.8  0.510  5.010  3.192
        575  8  -5.2  0.402  4.439  2.837
        575  8  -8.7  0.804  5.833  3.427
        575  8  -5.6  0.324  4.485  3.038
       1910  8  -9.1  0.471  5.962  4.221
       1910  8  -8.1  0.469  5.612  3.875
       1910  8  -7.4  0.411  5.615  3.995
       1910  8  -9.0  0.578  5.913  3.960
       1910  8  -6.1  0.491  4.857  3.078
       1910  8 -10.0  0.517  6.252  4.418
